Date,Startup Name,Industry Vertical,SubVertical,Location,Investors Name,InvestmentnType,Amount
2017-03-08,Parentune,Consumer Internet,Online Community for Parents,Gurgaon,"Kae capital,Segnel ventures",Private Equity,0.0
2017-03-08,Supr daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y combinator,Seed Funding,0.99
2017-03-07,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,"Draper associates,Idg ventures india,Michael & susan dell foundation,Unitus seed fund",Private Equity,30.11
2017-03-07,Book servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National science and technology entrepreneurship development board,Seed Funding,0.25
2017-03-07,Data resolve,Technology,Cyber Security Solutions,Noida,Idfc parampara early stage opportunities fund,Private Equity,8.25
2017-03-07,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star india pvt ltd,Private Equity,82.5
2017-03-07,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel partners,Private Equity,82.5
2017-03-06,Pickme,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,Sidbi venture capital fund,Private Equity,14.77
2017-03-06,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh seth,Tushar mittal",Seed Funding,1.24
2017-03-06,Juno clini,Consumer Internet,Online Counseling Platform,Mumbai,Atul nishar,Seed Funding,9.9
2017-03-04,Igenetics,Healthcare,Health Diagnostic Solutions,Mumbai,Cdc group plc,Private Equity,160.88
2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Gautam chhaochharia,R balachandar,Sandeep aggarwal",Seed Funding,0.0
2017-03-03,Lets endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh angels network,Social alpha and other unnamed angel investors",Seed Funding,0.0
2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen shah,Jayesh parekh,Sanjay sathe",Seed Funding,2.27
2017-03-03,Oho shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett,Coleman and company ltd",Private Equity,55.27
2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,0.0
2017-03-03,Paytm marketplace,E-Commerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,1650.0
2017-03-02,Creditmantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona capital,Private Equity,62.7
2017-03-02,Kreate konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,0.0
2017-03-02,Red carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed venture partners,Private Equity,20.62
2017-03-02,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring capital,Seed Funding,4.12
2017-03-02,Celes care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Eight roads ventures,Endiya partners,F-prime capital partners,Ventureast",Private Equity,12.38
2017-03-01,Paalak,E-Commerce,Fresh Produce Selling portal,New Delhi,"Anupam tyagi,Harsh kundra,Ln buddharaju,Nandkumar rane,Vishwadeep bajaj",Seed Funding,0.0
2017-03-01,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Augment ventures,Calcutta angels network (can)",Seed Funding,0.0
2017-03-01,Belong,Consumer Internet,Online Jon Portal,Bangalore,Sequoia india,Private Equity,82.5
2017-03-01,Ola,Consumer Internet,App based cab aggregator,Bangalore,Softbank group,Private Equity,2722.5
2017-02-28,Blackbuck,Logistics,Online freight aggregator,Bangalore,"Accel partners,Flipkart,Ifc,Sands capital,Sanjiv rangrass",Private Equity,577.5
2017-02-28,Neostencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand capital,Paragon trust",Private Equity,8.25
2017-02-27,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,Ishan manaktala,Seed Funding,0.0
2017-02-27,Johari shop,E-Commerce,Online Jewellery etailer,Bangalore,Undisclosed investors,Seed Funding,0.78
2017-02-27,Biryani by kil,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Ashish chand,Ashish gupta,Chandigarh angels,Rohit,Sunil singh & others",Seed Funding,3.09
2017-02-24,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj rungta,Yogesh agarwal",Seed Funding,0.0
2017-02-23,Lets reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Gagan goyal,Kunal shah,Nitin saluja,Sandeep tandon",Seed Funding,0.0
2017-02-23,Get my parking,Consumer Internet,Smart Parking Platform,New Delhi,"Beenext,Indian angel network (ian),Sunil munjal,The chennai angels",Private Equity,9.07
2017-02-22,Vebbler,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook fbstart,Seed Funding,0.33
2017-02-21,True balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"Imm investment,Softbank ventures korea",Private Equity,123.75
2017-02-20,Flipkart,E-Commerce,Online Marketplace,Bangalore,"Bennett,Coleman and co. ltd (bccl)",Private Equity,319.27
2017-02-18,Blood n care,Consumer Internet,First Aid care app,Gurgaon,Facebook fbstart,Seed Funding,0.33
2017-02-17,Leopetra,E-Commerce,Solution provider for pet needs,Mumbai,Facebook fbstart,Seed Funding,0.33
2017-02-17,Townscript,Consumer Internet,DIY event registration and ticketing portal,Pune,Bookmyshow,Private Equity,0.0
2017-02-17,Aisle,Consumer Internet,Online match-making app,Bangalore,"Konglo ventures,Letsventure,White unicorn ventures",Seed Funding,0.0
2017-02-17,Urban ladder,E-Commerce,Online Furniture Store,Bangalore,"Kalaari capital,Saif partners,Sequoia capital,Steadview capital",Private Equity,125.4
2017-02-17,The ken,Consumer Internet,Online Media Platform,Bangalore,"Aprameya radhakrishna,Deepak natraj,Girish mathrubootham,Mahesh murthy,Pallav nadhani,Pavan ongole,Sandeep mathur,Vijay shekhar sharma & others",Seed Funding,3.3
2017-02-17,Imaginate,Technology,AR & VR platform,Hyderabad,Sri capital,Seed Funding,4.12
2017-02-16,Yourstory,Consumer Internet,Online Media,Bangalore,"3one4 capital advisors,Kalaari capital partners,Qualcomm,Uc-rnt",Private Equity,24.75
2017-02-16,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei capital,Private Equity,24.75
2017-02-15,Airzaar,Technology,Drone operations management platform,Missourie,Quake capital,Seed Funding,2.89
2017-02-15,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,"Anand chandrasekaran,Girish mathrubootham,Kunal shah,Punit soni,Rajan anandan,Sunil kalra,Utsav somani,Vijay shekhar sharma,Vikram limaye,Vishal gondal",Seed Funding,0.0
2017-02-15,Zestmoney,Consumer Internet,Online Consumer Lending platform,Bangalore,"Omidyar network,Payu,Ribbit capital",Private Equity,53.62
2017-02-14,Connaizen,Technology,Data Analytics platform,New Delhi,Vikram sud,Seed Funding,0.0
2017-02-14,Ccavenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,184.8
2017-02-14,Gobumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Girish mathrubootham,Mahalingam k",Seed Funding,2.48
2017-02-13,Fyle,Technology,Expense Management Solution,Bangalore,Pravega ventures,Seed Funding,3.3
2017-02-13,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit joshi & others,Seed Funding,2.72
2017-02-13,Better mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Goldman sachs,Kleiner perkins,Pine brook",Private Equity,123.75
2017-02-13,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil jain & other hnis,Private Equity,26.4
2017-02-13,Flutura,Technology,Decision Sciences Analytics Solutions,Bangalore,"Lumis partners,Vertex ventures",Private Equity,61.88
2017-02-13,Sigtuple,Technology,Medical Automation platform,Bangalore,"Accel partners,Axilor partners,Endiya partners,Idg ventures,Pi ventures,Vh capital",Private Equity,47.85
2017-02-10,Redesyn,Consumer Internet,Tech Enabler for Artists,Mumbai,Thinqbate,Seed Funding,0.0
2017-02-10,48east,E-Commerce,Online Food Delivery Platform,Bangalore,Al dhaheri family,Private Equity,4.12
2017-02-09,1crowd,Finance,Startup Crowd-funding platform,Mumbai,Ganesh natarajan,Seed Funding,0.0
2017-02-09,Voonik,E-Commerce,Women Apparel & Lifestyle etailer,Bangalore,"Rb investments,Sequoia capital",Private Equity,49.5
2017-02-09,Wooplr,E-Commerce,Women Fashion Portal,Bangalore,"Amereus group,Helion ventures,Sistema asia fund",Private Equity,66.0
2017-02-08,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook fb start programme,Seed Funding,0.33
2017-02-08,Mindyourfleet,Technology,Car Rental Software Solutions,Noida,"Japan vyas,Tarun adlakha",Seed Funding,0.0
2017-02-08,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek holdings,Private Equity,453.75
2017-02-08,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"Blume ventures,Pi ventures",Private Equity,9.9
2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield capital,Seed Funding,8.25
2017-02-07,Travel triangle,Consumer Internet,Online travel agent marketplace,Noida,"Bessemer venture partners,Rb investments,Saif partners",Private Equity,82.5
2017-02-07,Inner hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & karani securities,Venture works",Seed Funding,3.71
2017-02-06,Imanagemyhotel,Technology,Hotel Management Solution,Kolkata,Jaarvis accelerator,Seed Funding,0.0
2017-02-06,Capital float,Consumer Internet,Online lending platform,Bangalore,Ifmr capital finance,Private Equity,20.62
2017-02-03,Stockroom.i,Consumer Internet,Curated Platform for Developers,Hyderabad,"Gyanendra singh,Satya d sinha",Seed Funding,0.0
2017-02-02,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed investors,Seed Funding,0.0
2017-01-31,Register my marriage,Consumer Internet,Online Marriage Registration services,New Delhi,Mumbai angels,Seed Funding,0.0
2017-01-31,Heads up for tails,E-Commerce,Online Pet Products Store,New Delhi,Undisclosed investors,Private Equity,16.5
2017-01-30,Yolo health,Consumer Internet,Online Healthcare platform,Mumbai,Chandigarh angels network (can),Seed Funding,0.0
2017-01-30,Maptags,Consumer Internet,Smart Online address tags,Bangalore,The ten minute million,Seed Funding,0.15
2017-01-30,Fabx,E-Commerce,Used Furniture Marketplace,Mumbai,The ten minute million,Seed Funding,0.56
2017-01-30,Cloudrin,Technology,Cloud based Virtual Servers,New Delhi,The ten minute million,Seed Funding,0.19
2017-01-30,Intuit things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay mehta & others ( the ten minute million),Seed Funding,0.87
2017-01-26,Kochi post,Consumer Internet,English Online News portal,Kochi,"Puthen & cole,Rajesh yohannan",Seed Funding,0.0
2017-01-26,99perhour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V aanand r,Seed Funding,2.48
2017-01-26,Airmed labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand capital,Private Equity,11.55
2017-01-25,Rml agtech,Technology,Agri Decision Support Solution for farmers,Pune,Ivycap ventures,Private Equity,33.0
2017-01-25,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,"Alok mittal & others,Amit ranjan,Rajan anandan,Sharad sharma",Seed Funding,0.0
2017-01-25,Infibea,E-Commerce,eCommerce Marketplace,Ahmedabad,"Bennett,Coleman and company ltd",Private Equity,72.6
2017-01-25,Loyaltyprime,Technology,Loyalty program management solutions,New Delhi,"Alexander bruehl,Senovo,Unternehmertum venture capital",Private Equity,0.0
2017-01-25,Instasafe,Technology,Security-as-a-Service solution provider,Bangalore,Abm knowledgeware,Private Equity,18.15
2017-01-24,Betaout,Technology,ECommerce Marketing Software,Noida,East ventures & others,Private Equity,0.0
2017-01-24,Lets transport,Consumer Internet,Online transport vehicle booking platform,Bangalore,"Gmo japan,Neelesh bhatnagar",Private Equity,33.0
2017-01-24,Nowfloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Blume ventures,Iron pillar and iifl,Omidyar network",Private Equity,82.5
2017-01-24,Khel now,Consumer Internet,Mobile-based Social Platform for Sports,Bangalore,Indochine international,Private Equity,4.12
2017-01-24,Selectjobs,Consumer Internet,Online Job portal,Mumbai,India educational investment fund,Seed Funding,0.0
2017-01-23,Cron systems,Technology,Border Intrusion Alert Solutions,New Delhi,Yournest fund ii,Seed Funding,0.0
2017-01-23,Smarthi,Technology,Audit automation Solutions,Pune,Singapore based investor,Seed Funding,0.0
2017-01-23,Cuemath,Technology,Maths Learning program,New Delhi,"Capitalg,Sequoia india",Private Equity,123.75
2017-01-23,Chippersage,Technology,Online learning platform,Bangalore,India educational investment fund,Seed Funding,0.0
2017-01-22,Messagif,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,Seed Funding,0.41
2017-01-20,Connaizen,Technology,Data Analytics platform,New Delhi,Umang moondra,Seed Funding,0.0
2017-01-20,Tyre express,Technology,IoT platform for Tyre Performance management & tracking,Mumbai,Ivycamp ventures,Seed Funding,0.0
2017-01-20,Wydr,E-Commerce,B2B Wholesale Marketplace in India,Gurgaon,"Axis capital,Bessemer venture partners,Jungle venture partners,Stellaris venture partners",Private Equity,0.0
2017-01-20,Ethosh,Technology,Visual and Interactive communications Solutions,Pune,Deepak nathani,Seed Funding,0.0
2017-01-19,Fitnapp,Consumer Internet,Fitness Mobile App,Noida,Sd group,Private Equity,0.0
2017-01-19,Native special,E-Commerce,Indian Sweets & Snacks etailer,Karur,"Indian angel network,Native angels network",Seed Funding,0.0
2017-01-19,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity ventures,Private Equity,8.25
2017-01-19,Pparke,Consumer Internet,Parking Solutions mobile app,Bangalore,Sb ventures,Seed Funding,0.0
2017-01-18,Vahdam teas,E-Commerce,Online Tea etailer,New Delhi,"Fireside ventures,Mumbai angels network,Singapore angel network",Seed Funding,5.36
2017-01-18,Qwikspe,Technology,Cloud-based construction,Bangalore,Undisclosed investors,Seed Funding,2.48
2017-01-18,Kratikal,Technology,Cyber Security Solution provider,New Delhi,"Amajit gupta,J.p. bhatt,Praveen dubey",Seed Funding,0.0
2017-01-18,Direct create,E-Commerce,B2B Marketplace for Handicrafts,Gurgaon,Rajasthan venture capital fund,Seed Funding,0.0
2017-01-17,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"Ajith nair,Anish k",Seed Funding,1.21
2017-01-17,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,Undisclosed investors,Seed Funding,4.12
2017-01-17,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India quotient and others,Seed Funding,3.64
2017-01-17,Pract,Consumer Internet,Online Healthcare platform,Bangalore,"Rsi fund,Ru-net,Tencent,Thrive capital",Private Equity,453.75
2017-01-17,Tinystep,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,Private Equity,16.5
2017-01-17,Curiositi,Consumer Internet,Online Learning Platform,Bangalore,"Menterra social impact fund,Unitus seed fund",Private Equity,6.6
2017-01-16,Oi media,Technology,SAAS Based Media Marketing platform,New Delhi,Quarizon,Seed Funding,0.0
2017-01-16,Leadburg,Consumer Internet,Personality Development Mobile App,Bangalore,"Harsh v. pant,Ratheesh raveendran",Seed Funding,0.0
2017-01-16,Hipcouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed investors,Seed Funding,5.78
2017-01-16,Zolostays,Consumer Internet,Branded PG Accomodation booking platform,Bangalore,"Innoven capital,Nexus venture partners",Private Equity,41.25
2017-01-14,Secururax,Technology,Cloud-based solutions provider,Bangalore,"Axilor ventures,Parampara early stage opportunities fund & others",Private Equity,0.0
2017-01-14,Unacademy,Consumer Internet,Online learning platform,Bangalore,"Blume ventures,Nexus venture partners",Private Equity,37.12
2017-01-13,Paisawapas,Consumer Internet,Cashback & Coupons platform,Bangalore,Vividhity ventures,Seed Funding,0.0
2017-01-13,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche telekom strategic investments & others,Private Equity,33.83
2017-01-13,Iservice,Consumer Internet,Gadgets Repair & Service Booking platform,Bangalore,"Aprameya radhakrishna,Blume ventures,Girish mathrubootham",Seed Funding,3.63
2017-01-12,Square yards,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Andre hoffman,Lohia group",Private Equity,82.5
2017-01-12,Hansel.i,Consumer Internet,Real-time Mobile App Management Platform,Bangalore,"Endiya partners,Idg ventures",Private Equity,11.14
2017-01-11,Instaoffice,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Karan chellani,Mohit satyan,Zishaan hayath",Seed Funding,0.0
2017-01-10,Loan frame,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Toos n daruvala,Vedanta capital,William campbell",Private Equity,18.56
2017-01-10,Intelligence node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,Blacksoil capital pvt ltd,Private Equity,6.6
2017-01-10,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield india,Trifecta capital",Private Equity,41.25
2017-01-10,Driveskool,Consumer Internet,online marketplace for driving schools,Bangalore,Aavya ventures,Seed Funding,0.0
2017-01-10,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bangalore,"Evan lim,Kanchan ghoshal,Ram kumar kakani,Vinod martin",Seed Funding,0.82
2017-01-10,Lenskart,E-Commerce,Online eyewear retailer,Bangalore,Ronnie screwvala,Private Equity,28.88
2017-01-09,Ticketnew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba pictures,Private Equity,288.75
